epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,44.0692,0.54362,0.71683,1.05078,0.77061,0.48333,0.53112,0.26501,1.70818,1.96967,1.42857,2.5102e-05,2.5102e-05,2.5102e-05
73,44.8249,0.80506,0.75142,1.20087,0.77061,0.48333,0.53112,0.26501,1.70818,1.96967,1.42857,2.46073e-05,2.46073e-05,2.46073e-05
74,45.587,0.63507,0.70529,1.17174,0.77061,0.48333,0.53112,0.26501,1.70818,1.96967,1.42857,2.40891e-05,2.40891e-05,2.40891e-05
75,46.394,0.79171,0.64539,1.07508,0.772,0.48333,0.53199,0.26904,1.66118,1.95827,1.40753,2.35472e-05,2.35472e-05,2.35472e-05
76,47.1359,0.67276,0.67259,1.04211,0.772,0.48333,0.53199,0.26904,1.66118,1.95827,1.40753,2.29819e-05,2.29819e-05,2.29819e-05
77,47.8919,0.7466,0.81273,1.11596,0.772,0.48333,0.53199,0.26904,1.66118,1.95827,1.40753,2.23929e-05,2.23929e-05,2.23929e-05
78,48.6991,0.84784,1.00624,1.28013,0.77385,0.48333,0.52999,0.26323,1.70967,1.97939,1.43477,2.17805e-05,2.17805e-05,2.17805e-05
79,49.4417,0.74111,0.89876,1.1808,0.77385,0.48333,0.52999,0.26323,1.70967,1.97939,1.43477,2.11444e-05,2.11444e-05,2.11444e-05
80,50.1957,0.63904,0.58229,1.02275,0.77385,0.48333,0.52999,0.26323,1.70967,1.97939,1.43477,2.04848e-05,2.04848e-05,2.04848e-05
81,51.0222,0.80272,0.87391,1.27181,0.77332,0.48333,0.52761,0.28964,1.72684,2.01275,1.45229,1.98016e-05,1.98016e-05,1.98016e-05
82,51.9314,0.75605,0.646,1.29002,0.77332,0.48333,0.52761,0.28964,1.72684,2.01275,1.45229,1.90949e-05,1.90949e-05,1.90949e-05
83,52.6845,0.85121,0.67981,1.36044,0.77332,0.48333,0.52761,0.28964,1.72684,2.01275,1.45229,1.83646e-05,1.83646e-05,1.83646e-05
84,53.4945,0.77243,0.76564,1.14068,0.77665,0.48333,0.52747,0.28026,1.72042,1.99946,1.44046,1.76107e-05,1.76107e-05,1.76107e-05
85,54.2591,0.76462,0.9281,1.16196,0.77665,0.48333,0.52747,0.28026,1.72042,1.99946,1.44046,1.68333e-05,1.68333e-05,1.68333e-05
86,55.0173,0.68598,1.0543,1.10344,0.77665,0.48333,0.52747,0.28026,1.72042,1.99946,1.44046,1.60323e-05,1.60323e-05,1.60323e-05
87,55.7794,1.14757,1.69158,1.62187,0.77665,0.48333,0.52747,0.28026,1.72042,1.99946,1.44046,1.52077e-05,1.52077e-05,1.52077e-05
88,56.5839,0.62798,0.82239,1.07707,0.79529,0.48333,0.52911,0.27441,1.70365,2.04837,1.44877,1.43596e-05,1.43596e-05,1.43596e-05
89,57.3486,0.57448,0.65262,1.24974,0.79529,0.48333,0.52911,0.27441,1.70365,2.04837,1.44877,1.34879e-05,1.34879e-05,1.34879e-05
90,58.0899,0.8251,0.82806,1.26016,0.79529,0.48333,0.52911,0.27441,1.70365,2.04837,1.44877,1.25927e-05,1.25927e-05,1.25927e-05
91,61.9404,0.50742,0.51415,0.94186,0.79529,0.48333,0.52911,0.27441,1.70365,2.04837,1.44877,1.16739e-05,1.16739e-05,1.16739e-05
92,62.8343,0.48678,0.49048,0.8329,0.79074,0.48333,0.52529,0.27722,1.72045,1.99155,1.44844,1.07315e-05,1.07315e-05,1.07315e-05
93,63.7875,0.58186,0.51176,0.95497,0.79074,0.48333,0.52529,0.27722,1.72045,1.99155,1.44844,9.76562e-06,9.76562e-06,9.76562e-06
94,64.5754,0.58352,0.51197,1.03199,0.79074,0.48333,0.52529,0.27722,1.72045,1.99155,1.44844,8.77613e-06,8.77613e-06,8.77613e-06
95,65.3378,0.64312,0.61749,1.05214,0.79074,0.48333,0.52529,0.27722,1.72045,1.99155,1.44844,7.76308e-06,7.76308e-06,7.76308e-06
96,66.0479,0.63043,0.48755,1.2135,0.818,0.48333,0.51492,0.2724,1.73328,1.97582,1.43423,6.72648e-06,6.72648e-06,6.72648e-06
97,66.5575,0.62833,0.56205,0.99192,0.818,0.48333,0.51492,0.2724,1.73328,1.97582,1.43423,5.6663e-06,5.6663e-06,5.6663e-06
98,67.0764,0.54458,0.52144,1.09433,0.818,0.48333,0.51492,0.2724,1.73328,1.97582,1.43423,4.58257e-06,4.58257e-06,4.58257e-06
99,67.5801,0.49632,0.48336,0.91525,0.818,0.48333,0.51492,0.2724,1.73328,1.97582,1.43423,3.47528e-06,3.47528e-06,3.47528e-06
100,68.1702,0.47436,0.48939,1.02241,0.84554,0.48333,0.52607,0.29235,1.73391,1.89634,1.42565,2.34442e-06,2.34442e-06,2.34442e-06
